Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method
Female,Old Adults,No,0,0,59,No Offer,Yes,6.13,Yes,Fiber Optic,2.0,No,Yes,No,No,No,No,No,Yes,Two Year,Yes,Credit Card
Male,Middle-aged Adults,Yes,>=3,1,71,Offer A,Yes,15.71,Yes,DSL,57.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card
Male,Middle-aged Adults,No,0,0,62,Offer B,Yes,38.33,No,Cable,30.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card
Female,Middle-aged Adults,Yes,0,7,72,Offer A,Yes,18.66,Yes,Fiber Optic,3.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card
Male,Young Adults,No,0,0,26,No Offer,Yes,37.59,Yes,Fiber Optic,8.0,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card
Male,Young Adults,No,0,0,38,Offer C,Yes,3.95,Yes,Fiber Optic,21.0,No,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal
Male,Middle-aged Adults,Yes,0,8,62,No Offer,Yes,34.62,Yes,Fiber Optic,28.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,46,No Offer,Yes,15.78,Yes,Fiber Optic,3.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Young Adults,Yes,0,1,49,Offer B,Yes,47.17,Yes,Fiber Optic,26.0,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,Yes,>=3,4,68,Offer A,Yes,19.75,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal
Male,Middle-aged Adults,Yes,0,3,64,Offer B,Yes,37.46,Yes,DSL,2.0,Yes,No,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card
Male,Old Adults,Yes,1,4,66,No Offer,Yes,7.83,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Male,Young Adults,Yes,0,1,72,No Offer,Yes,34.87,Yes,Fiber Optic,8.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Female,Young Adults,No,0,0,9,No Offer,Yes,13.86,No,Fiber Optic,76.0,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card
Female,Middle-aged Adults,Yes,0,1,59,No Offer,Yes,29.6,No,Fiber Optic,12.0,Yes,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card
Male,Middle-aged Adults,Yes,>=3,3,62,No Offer,Yes,40.66,Yes,Fiber Optic,21.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,26,Offer C,Yes,6.24,No,Fiber Optic,25.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Female,Young Adults,No,0,0,11,Offer D,Yes,10.06,Yes,Fiber Optic,48.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,Yes,2,9,46,Offer B,Yes,26.12,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Male,Young Adults,No,1,0,34,Offer C,Yes,4.28,Yes,Fiber Optic,16.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Male,Old Adults,No,0,0,7,No Offer,Yes,47.03,Yes,Fiber Optic,2.0,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,No,0,0,6,Offer E,Yes,39.32,No,Fiber Optic,12.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,Yes,>=3,0,46,No Offer,Yes,7.67,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Female,Middle-aged Adults,No,0,0,51,No Offer,No,0.0,No,DSL,24.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card
Female,Middle-aged Adults,Yes,2,1,5,No Offer,Yes,1.38,No,Fiber Optic,16.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card
Female,Middle-aged Adults,No,0,0,56,Offer B,Yes,2.5,Yes,Fiber Optic,3.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Middle-aged Adults,Yes,0,6,45,Offer B,Yes,6.49,No,DSL,22.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
Male,Old Adults,Yes,0,6,18,No Offer,Yes,5.73,No,DSL,13.0,Yes,No,No,No,No,Yes,No,Yes,Two Year,Yes,Credit Card
Female,Young Adults,Yes,0,3,36,No Offer,Yes,24.51,Yes,Fiber Optic,27.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,Yes,0,1,43,No Offer,Yes,4.59,Yes,Fiber Optic,5.0,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal
Female,Old Adults,No,0,0,22,Offer D,Yes,31.53,No,Cable,11.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,Yes,0,1,56,No Offer,Yes,42.37,Yes,Fiber Optic,71.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card
Male,Middle-aged Adults,No,0,0,28,Offer C,Yes,13.69,No,Fiber Optic,12.0,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal
Male,Young Adults,No,0,0,1,No Offer,Yes,48.22,No,DSL,21.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card
Male,Young Adults,No,0,0,29,No Offer,Yes,12.92,No,Fiber Optic,24.0,No,Yes,No,Yes,Yes,No,No,No,Month-to-Month,No,Credit Card
Male,Young Adults,Yes,2,8,4,Offer E,Yes,35.09,No,DSL,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card
Male,Young Adults,Yes,>=3,7,57,No Offer,Yes,14.55,No,DSL,58.0,Yes,Yes,No,Yes,No,No,No,No,One Year,No,Credit Card
Male,Young Adults,No,0,0,1,No Offer,Yes,38.44,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check
Female,Young Adults,Yes,0,0,61,No Offer,Yes,10.21,No,Fiber Optic,69.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal
Female,Old Adults,No,0,0,31,Offer C,Yes,33.71,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card
Male,Young Adults,No,0,0,7,Offer E,Yes,30.61,Yes,Fiber Optic,59.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,Yes,>=3,1,51,No Offer,Yes,42.55,Yes,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card
Female,Middle-aged Adults,Yes,>=3,8,67,Offer A,Yes,17.79,Yes,Fiber Optic,22.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
Female,Young Adults,No,0,0,4,Offer E,Yes,19.84,No,Fiber Optic,73.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card
Female,Young Adults,Yes,0,>=10,69,No Offer,Yes,45.12,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card
Female,Middle-aged Adults,Yes,0,3,71,No Offer,Yes,11.18,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Female,Old Adults,Yes,0,1,5,Offer E,Yes,5.42,No,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal
Female,Young Adults,No,0,0,13,Offer D,Yes,35.96,Yes,Fiber Optic,42.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,Yes,0,0,10,Offer D,Yes,6.01,Yes,Fiber Optic,27.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal
Female,Young Adults,Yes,0,9,43,Offer B,No,0.0,No,Cable,21.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Male,Young Adults,No,0,0,40,No Offer,No,0.0,No,Cable,19.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card
Female,Young Adults,No,0,0,33,No Offer,Yes,49.69,Yes,Fiber Optic,12.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal
Male,Old Adults,Yes,1,7,49,Offer B,Yes,16.02,Yes,Fiber Optic,18.0,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Female,Young Adults,No,1,0,15,No Offer,Yes,3.96,No,Fiber Optic,20.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card
Female,Old Adults,No,0,0,38,No Offer,Yes,4.09,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check
Male,Young Adults,Yes,2,7,37,Offer C,No,0.0,No,Cable,52.0,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal
Female,Old Adults,No,0,0,47,No Offer,Yes,16.83,Yes,Fiber Optic,12.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,40,No Offer,Yes,37.69,Yes,Fiber Optic,15.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card
Female,Old Adults,No,0,0,20,Offer D,Yes,29.29,Yes,Fiber Optic,15.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card
Male,Young Adults,No,0,0,1,No Offer,Yes,35.28,No,Fiber Optic,51.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card
Male,Middle-aged Adults,Yes,2,1,42,No Offer,Yes,14.8,No,DSL,23.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal
Female,Middle-aged Adults,Yes,0,1,72,No Offer,Yes,31.13,Yes,Fiber Optic,11.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Female,Young Adults,Yes,>=3,7,24,No Offer,Yes,27.37,No,DSL,85.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Female,Young Adults,Yes,0,>=10,49,No Offer,Yes,40.67,Yes,Fiber Optic,12.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card
Male,Middle-aged Adults,Yes,>=3,3,71,Offer A,Yes,25.02,Yes,Fiber Optic,53.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
Male,Young Adults,No,0,0,51,Offer B,Yes,1.51,Yes,Fiber Optic,52.0,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,No,0,0,41,Offer B,Yes,45.22,No,Fiber Optic,15.0,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,9,No Offer,Yes,40.73,No,DSL,29.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,Yes,0,1,72,Offer A,Yes,5.25,Yes,DSL,28.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card
Male,Old Adults,No,0,0,1,Offer E,Yes,30.17,Yes,Fiber Optic,6.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Old Adults,Yes,0,2,68,No Offer,Yes,40.55,No,DSL,20.0,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal
Male,Young Adults,Yes,1,5,72,Offer A,Yes,17.49,Yes,Fiber Optic,12.0,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card
Male,Young Adults,Yes,0,1,72,No Offer,Yes,13.72,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Male,Old Adults,Yes,0,3,71,Offer A,Yes,47.34,Yes,Fiber Optic,12.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
Female,Young Adults,Yes,1,6,58,No Offer,Yes,17.21,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Male,Middle-aged Adults,No,0,0,26,No Offer,Yes,40.35,No,Fiber Optic,13.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,No,0,0,1,Offer E,No,0.0,No,Cable,29.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Male,Young Adults,No,0,0,52,Offer B,Yes,5.42,Yes,Fiber Optic,22.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Young Adults,Yes,0,1,14,Offer D,Yes,7.26,Yes,Fiber Optic,42.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,No,0,0,2,No Offer,Yes,25.49,No,DSL,9.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Male,Young Adults,Yes,0,1,55,Offer B,Yes,10.61,Yes,Fiber Optic,76.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Male,Young Adults,Yes,0,6,57,No Offer,Yes,15.48,No,Cable,15.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Male,Old Adults,Yes,0,1,68,Offer A,Yes,29.18,Yes,DSL,18.0,No,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal
Male,Old Adults,No,0,0,6,Offer E,Yes,20.11,No,DSL,5.0,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,No,>=3,0,18,Offer D,Yes,11.33,Yes,Fiber Optic,52.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,14,No Offer,Yes,36.97,Yes,Fiber Optic,27.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,32,No Offer,Yes,37.04,Yes,Fiber Optic,28.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Young Adults,No,0,0,1,Offer E,Yes,44.59,No,Fiber Optic,41.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card
Female,Middle-aged Adults,No,>=3,0,62,Offer B,Yes,2.83,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,1,No Offer,Yes,17.37,No,Fiber Optic,25.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Young Adults,No,0,0,9,Offer E,Yes,11.5,Yes,Fiber Optic,14.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,1,No Offer,Yes,3.84,No,Fiber Optic,2.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Male,Old Adults,Yes,0,3,23,No Offer,Yes,36.14,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card
Male,Middle-aged Adults,No,0,0,64,No Offer,Yes,38.96,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Male,Middle-aged Adults,Yes,0,0,66,Offer A,Yes,6.22,Yes,DSL,26.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card
Female,Old Adults,No,0,0,23,No Offer,Yes,3.55,Yes,Fiber Optic,4.0,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Young Adults,No,0,0,26,No Offer,Yes,24.16,Yes,Fiber Optic,22.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,2,No Offer,Yes,5.32,Yes,Fiber Optic,20.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card
Male,Old Adults,Yes,1,>=10,60,No Offer,Yes,18.23,Yes,Fiber Optic,11.0,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal
Male,Young Adults,Yes,0,1,3,Offer E,Yes,29.29,No,Cable,52.0,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check
Male,Middle-aged Adults,No,0,0,1,Offer E,Yes,29.63,No,Fiber Optic,15.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Male,Middle-aged Adults,Yes,2,1,45,No Offer,Yes,22.31,Yes,Fiber Optic,19.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Young Adults,Yes,>=3,8,72,Offer A,No,0.0,No,DSL,82.0,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card
Male,Young Adults,No,0,0,4,No Offer,Yes,49.14,No,Fiber Optic,15.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Old Adults,No,0,0,70,No Offer,Yes,23.15,Yes,Fiber Optic,17.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card
Female,Young Adults,No,0,0,13,Offer D,Yes,28.45,No,DSL,30.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal
Female,Old Adults,Yes,0,1,57,No Offer,Yes,23.05,Yes,Fiber Optic,30.0,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card
Female,Middle-aged Adults,Yes,1,5,37,No Offer,Yes,44.68,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal
Male,Old Adults,No,0,0,12,No Offer,Yes,16.45,Yes,Cable,23.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check
Male,Middle-aged Adults,No,0,0,19,Offer D,Yes,20.26,No,Fiber Optic,25.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Old Adults,No,0,0,34,No Offer,Yes,14.23,Yes,Fiber Optic,13.0,No,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal
Female,Old Adults,Yes,0,>=10,31,Offer C,No,0.0,No,DSL,21.0,Yes,Yes,Yes,No,No,Yes,No,Yes,One Year,Yes,Credit Card
Female,Young Adults,Yes,0,1,53,Offer B,Yes,37.85,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal
Male,Young Adults,No,0,0,2,Offer E,Yes,40.43,Yes,Cable,27.0,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Young Adults,Yes,>=3,6,71,No Offer,Yes,11.3,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check
Male,Old Adults,Yes,0,7,47,No Offer,Yes,6.54,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Male,Old Adults,Yes,0,1,47,No Offer,Yes,8.97,Yes,Fiber Optic,19.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,Yes,0,1,5,No Offer,Yes,39.36,No,Fiber Optic,24.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,No,0,0,6,Offer E,Yes,48.32,No,Fiber Optic,11.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Old Adults,No,0,0,40,No Offer,Yes,44.14,No,Fiber Optic,23.0,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal
Male,Young Adults,Yes,0,1,61,Offer B,Yes,4.69,Yes,Cable,4.0,Yes,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card
Female,Young Adults,No,0,0,5,Offer E,Yes,10.11,No,Fiber Optic,69.0,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Middle-aged Adults,Yes,0,8,60,Offer B,Yes,15.54,Yes,Fiber Optic,19.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card
Male,Young Adults,Yes,1,1,30,No Offer,Yes,10.24,Yes,Fiber Optic,48.0,No,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Middle-aged Adults,Yes,0,1,37,No Offer,Yes,45.19,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,18,Offer D,Yes,10.67,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card
Female,Young Adults,No,0,0,15,Offer D,Yes,26.54,Yes,DSL,18.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
Male,Middle-aged Adults,Yes,0,4,65,No Offer,Yes,41.2,Yes,Fiber Optic,10.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,29,Offer C,No,0.0,No,DSL,8.0,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Mailed Check
Male,Young Adults,No,0,0,13,Offer D,Yes,7.33,No,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal
Male,Middle-aged Adults,Yes,2,5,10,Offer D,Yes,19.77,No,DSL,12.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card
Female,Middle-aged Adults,Yes,1,6,52,No Offer,Yes,31.09,Yes,Fiber Optic,28.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal
Male,Old Adults,No,0,0,1,No Offer,Yes,8.35,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,No,2,0,50,Offer B,Yes,37.52,No,DSL,71.0,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card
Female,Old Adults,No,0,0,14,No Offer,Yes,29.96,Yes,Fiber Optic,7.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,Yes,2,5,24,Offer C,Yes,40.81,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check
Female,Middle-aged Adults,No,0,0,3,No Offer,Yes,30.18,No,Fiber Optic,7.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,1,Offer E,Yes,33.34,No,Fiber Optic,4.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card
Female,Young Adults,Yes,0,9,61,Offer B,Yes,13.35,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card
Male,Young Adults,Yes,0,5,67,Offer A,Yes,2.12,No,Cable,58.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card
Male,Young Adults,No,0,0,61,Offer B,Yes,36.05,Yes,Fiber Optic,73.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,Yes,0,3,72,Offer A,Yes,16.72,Yes,Cable,9.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,No,Credit Card
Female,Middle-aged Adults,No,0,0,3,No Offer,No,0.0,No,Cable,25.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,No,0,0,68,Offer A,Yes,14.86,No,Cable,59.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card
Male,Middle-aged Adults,Yes,>=3,>=10,70,No Offer,Yes,39.06,Yes,Fiber Optic,75.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card
Male,Young Adults,Yes,0,1,56,Offer B,Yes,13.2,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card
Male,Young Adults,Yes,0,9,8,No Offer,Yes,4.98,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
Male,Middle-aged Adults,No,0,0,10,No Offer,Yes,18.03,No,Fiber Optic,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,Yes,0,1,46,Offer B,Yes,10.13,Yes,Fiber Optic,3.0,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal
Female,Old Adults,Yes,2,2,70,No Offer,Yes,9.4,Yes,Fiber Optic,17.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal
Female,Old Adults,No,0,0,13,Offer D,Yes,7.22,Yes,Fiber Optic,28.0,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,62,No Offer,Yes,18.9,Yes,Fiber Optic,2.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Female,Young Adults,Yes,0,5,23,Offer D,Yes,12.88,No,DSL,41.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card
Male,Young Adults,No,0,0,67,Offer A,Yes,49.74,No,Cable,41.0,Yes,No,Yes,No,No,Yes,Yes,No,Two Year,No,Bank Withdrawal
Female,Young Adults,No,>=3,0,25,Offer C,No,0.0,No,Cable,75.0,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal
Male,Old Adults,Yes,0,2,64,No Offer,Yes,20.19,Yes,Fiber Optic,8.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
Male,Middle-aged Adults,Yes,2,5,70,Offer A,Yes,48.57,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Male,Young Adults,No,2,0,3,Offer E,Yes,14.6,Yes,Fiber Optic,71.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,Yes,0,0,70,No Offer,Yes,19.88,Yes,Fiber Optic,26.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Male,Young Adults,Yes,>=3,2,15,No Offer,Yes,46.47,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
